"Total_abundance","Species_richness","LogAbund","hpd","rd.dist","LandUse","UseIntensity","UI","logHPD.rs","logDistRd.rs","Source_ID","SS","SSB","SSBS"
39,14,3.68887945411394,0,4924.41552788,"Pasture","Light use","Pasture Light use",0,0.739896568222466,"167","167 1","167 1 ","167 1  22"
34,12,3.55534806148941,0,5819.82867153,"Pasture","Light use","Pasture Light use",0,0.751704144619952,"167","167 1","167 1 ","167 1  23"
34,11,3.55534806148941,0,6665.32502497,"Pasture","Light use","Pasture Light use",0,0.761291255469114,"167","167 1","167 1 ","167 1  24"
62,15,4.14313472639153,0,729.071009851,"Secondary Vegetation","Minimal use","Secondary Vegetation Minimal use",0,0.604891150234924,"167","167 1","167 1 ","167 1  25"
35,12,3.58351893845611,0,1987.50340975,"Secondary Vegetation","Minimal use","Secondary Vegetation Minimal use",0,0.675769971104616,"167","167 1","167 1 ","167 1  26"
49,13,3.91202300542815,0,2566.0661683,"Secondary Vegetation","Minimal use","Secondary Vegetation Minimal use",0,0.69382743285372,"167","167 1","167 1 ","167 1  27"
39,11,3.68887945411394,0,4372.64278332,"Secondary Vegetation","Minimal use","Secondary Vegetation Minimal use",0,0.731497520207792,"167","167 1","167 1 ","167 1  28"
23,10,3.17805383034795,0,5032.13237156,"Secondary Vegetation","Minimal use","Secondary Vegetation Minimal use",0,0.741425881511987,"167","167 1","167 1 ","167 1  29"
47,15,3.87120101090789,0,5304.38029566,"Pasture","Light use","Pasture Light use",0,0.745149761510207,"167","167 2","167 2 ","167 2  1"
32,12,3.49650756146648,0,5138.45669881,"Pasture","Light use","Pasture Light use",0,0.742903652185502,"167","167 2","167 2 ","167 2  2"
58,20,4.07753744390572,0,5545.20230293,"Pasture","Light use","Pasture Light use",0,0.748287806499214,"167","167 2","167 2 ","167 2  3"
36,13,3.61091791264422,0,6123.37757945,"Pasture","Light use","Pasture Light use",0,0.755297547975076,"167","167 2","167 2 ","167 2  4"
40,15,3.71357206670431,0,6211.24287595,"Secondary Vegetation","Minimal use","Secondary Vegetation Minimal use",0,0.756304488038098,"167","167 2","167 2 ","167 2  5"
41,15,3.73766961828337,0,5703.88384289,"Secondary Vegetation","Minimal use","Secondary Vegetation Minimal use",0,0.750281886869094,"167","167 2","167 2 ","167 2  6"
63,17,4.15888308335967,0,6025.3242436,"Secondary Vegetation","Minimal use","Secondary Vegetation Minimal use",0,0.754156650505321,"167","167 2","167 2 ","167 2  7"
33,11,3.52636052461616,0,5624.79339914,"Secondary Vegetation","Minimal use","Secondary Vegetation Minimal use",0,0.749295024587173,"167","167 2","167 2 ","167 2  8"
48,13,3.89182029811063,0,5732.97571904,"Secondary Vegetation","Minimal use","Secondary Vegetation Minimal use",0,0.750641446200681,"167","167 2","167 2 ","167 2  9"
41,12,3.73766961828337,0,5338.17770146,"Secondary Vegetation","Minimal use","Secondary Vegetation Minimal use",0,0.745598655185674,"167","167 2","167 2 ","167 2  10"
44,21,3.80666248977032,0,5479.65736601,"Secondary Vegetation","Minimal use","Secondary Vegetation Minimal use",0,0.747447426162065,"167","167 2","167 2 ","167 2  11"
26,11,3.29583686600433,0,5000.64231833,"Secondary Vegetation","Minimal use","Secondary Vegetation Minimal use",0,0.740982213162882,"167","167 2","167 2 ","167 2  12"
41,17,3.73766961828337,0,2374.17557253,"Pasture","Light use","Pasture Light use",0,0.688334190876627,"167","167 2","167 2 ","167 2  13"
38,11,3.66356164612965,0,3005.60875955,"Secondary Vegetation","Minimal use","Secondary Vegetation Minimal use",0,0.705001808167434,"167","167 2","167 2 ","167 2  14"
21,9,3.09104245335832,0,597.035775658,"Secondary Vegetation","Minimal use","Secondary Vegetation Minimal use",0,0.590770413919425,"167","167 2","167 2 ","167 2  15"
62,19,4.14313472639153,0,1598.11210923,"Pasture","Light use","Pasture Light use",0,0.66035852848332,"167","167 2","167 2 ","167 2  16"
36,13,3.61091791264422,0,2231.81291643,"Pasture","Light use","Pasture Light use",0,0.683963840331027,"167","167 2","167 2 ","167 2  17"
29,13,3.40119738166216,0,2497.53513313,"Pasture","Light use","Pasture Light use",0,0.691914238925827,"167","167 2","167 2 ","167 2  18"
70,22,4.26267987704132,0,5510.89795993,"Pasture","Light use","Pasture Light use",0,0.747849222061808,"167","167 2","167 2 ","167 2  19"
50,19,3.93182563272433,0,5301.28232839,"Pasture","Light use","Pasture Light use",0,0.745108471621171,"167","167 2","167 2 ","167 2  20"
72,20,4.29045944114839,0,5281.17542009,"Pasture","Light use","Pasture Light use",0,0.744839897624082,"167","167 2","167 2 ","167 2  21"
31,13,3.46573590279973,0,4924.41552788,"Pasture","Light use","Pasture Light use",0,0.739896568222466,"167","167 2","167 2 ","167 2  22"
46,15,3.85014760171006,0,5819.82867153,"Pasture","Light use","Pasture Light use",0,0.751704144619952,"167","167 2","167 2 ","167 2  23"
34,14,3.55534806148941,0,6665.32502497,"Pasture","Light use","Pasture Light use",0,0.761291255469114,"167","167 2","167 2 ","167 2  24"
41,16,3.73766961828337,0,729.071009851,"Secondary Vegetation","Minimal use","Secondary Vegetation Minimal use",0,0.604891150234924,"167","167 2","167 2 ","167 2  25"
45,17,3.8286413964891,0,1987.50340975,"Secondary Vegetation","Minimal use","Secondary Vegetation Minimal use",0,0.675769971104616,"167","167 2","167 2 ","167 2  26"
38,15,3.66356164612965,0,2566.0661683,"Secondary Vegetation","Minimal use","Secondary Vegetation Minimal use",0,0.69382743285372,"167","167 2","167 2 ","167 2  27"
42,19,3.76120011569356,0,4372.64278332,"Secondary Vegetation","Minimal use","Secondary Vegetation Minimal use",0,0.731497520207792,"167","167 2","167 2 ","167 2  28"
45,17,3.8286413964891,0,5032.13237156,"Secondary Vegetation","Minimal use","Secondary Vegetation Minimal use",0,0.741425881511987,"167","167 2","167 2 ","167 2  29"
105,15,4.66343909411207,0,1563.05402895,"Primary Vegetation","Light use","Primary Vegetation Light use",0,0.658790827242809,"168","168 1","168 1 ","168 1  1"
187,16,5.23644196282995,0,1876.77684818,"Primary Vegetation","Light use","Primary Vegetation Light use",0,0.67171855561513,"168","168 1","168 1 ","168 1  2"
207,17,5.33753807970132,0,890.26048395,"Primary Vegetation","Light use","Primary Vegetation Light use",0,0.619008272643775,"168","168 1","168 1 ","168 1  3"
168,17,5.12989871492307,0,280.587659779,"Primary Vegetation","Light use","Primary Vegetation Light use",0,0.537403277854491,"168","168 1","168 1 ","168 1  4"
168,15,5.12989871492307,0,967.491331112,"Primary Vegetation","Light use","Primary Vegetation Light use",0,0.624888013258687,"168","168 1","168 1 ","168 1  5"
387,22,5.96100533962327,0,1105.34139974,"Primary Vegetation","Light use","Primary Vegetation Light use",0,0.634302331902909,"168","168 1","168 1 ","168 1  6"
149,16,5.01063529409626,0,198.610597787,"Primary Vegetation","Light use","Primary Vegetation Light use",0,0.512981734023991,"168","168 1","168 1 ","168 1  7"
150,16,5.01727983681492,0,319.89067575,"Primary Vegetation","Light use","Primary Vegetation Light use",0,0.546668472729873,"168","168 1","168 1 ","168 1  8"
101,12,4.62497281328427,0,744.806807394,"Primary Vegetation","Light use","Primary Vegetation Light use",0,0.606400356032451,"168","168 1","168 1 ","168 1  9"
87,11,4.47733681447821,0,2084.61888918,"Primary Vegetation","Light use","Primary Vegetation Light use",0,0.67914171585176,"168","168 1","168 1 ","168 1  10"
124,14,4.8283137373023,0,931.992078403,"Primary Vegetation","Light use","Primary Vegetation Light use",0,0.622245975850003,"168","168 1","168 1 ","168 1  11"
173,12,5.15905529921453,0,1294.55324659,"Primary Vegetation","Light use","Primary Vegetation Light use",0,0.645470016188848,"168","168 1","168 1 ","168 1  12"
85,4,4.45434729625351,0,123.527003728,"Primary Vegetation","Light use","Primary Vegetation Light use",0,0.479418457146764,"168","168 1","168 1 ","168 1  13"
78,11,4.36944785246702,0,872.367799128,"Primary Vegetation","Light use","Primary Vegetation Light use",0,0.617573330531177,"168","168 1","168 1 ","168 1  14"
94,11,4.55387689160054,0,1620.22340762,"Primary Vegetation","Light use","Primary Vegetation Light use",0,0.661329696668366,"168","168 1","168 1 ","168 1  15"
115,19,4.75359019110636,0,4695.26527273,"Primary Vegetation","Light use","Primary Vegetation Light use",0,0.736528766342763,"168","168 1","168 1 ","168 1  16"
66,11,4.20469261939097,0,805.583234787,"Primary Vegetation","Light use","Primary Vegetation Light use",0,0.611944333941796,"168","168 1","168 1 ","168 1  17"
90,13,4.51085950651685,0,54.3132188485,"Primary Vegetation","Light use","Primary Vegetation Light use",0,0.421344178112124,"168","168 1","168 1 ","168 1  18"
67,6,4.21950770517611,0,136.099536407,"Primary Vegetation","Light use","Primary Vegetation Light use",0,0.486268892870321,"168","168 1","168 1 ","168 1  19"
75,13,4.33073334028633,0,89.482238473,"Primary Vegetation","Light use","Primary Vegetation Light use",0,0.45663098401075,"168","168 1","168 1 ","168 1  20"
NA,23,NA,19,7224.13089266,"Cropland","Light use","Cropland Light use",0.298949304964197,0.766981289937838,"169","169 1","169 1 ","169 1  1"
NA,25,NA,19,7190.36229843,"Cropland","Light use","Cropland Light use",0.298949304964197,0.766650144264794,"169","169 1","169 1 ","169 1  2"
NA,31,NA,19,7464.44064417,"Primary Vegetation","Minimal use","Primary Vegetation Minimal use",0.298949304964197,0.769294074979865,"169","169 1","169 1 ","169 1  3"
NA,31,NA,19,7846.24789474,"Cropland","Light use","Cropland Light use",0.298949304964197,0.772819765472913,"169","169 1","169 1 ","169 1  4"
NA,27,NA,19,8445.37784038,"Cropland","Light use","Cropland Light use",0.298949304964197,0.778020410200954,"169","169 1","169 1 ","169 1  5"
NA,15,NA,19,9085.33461557,"Primary Vegetation","Minimal use","Primary Vegetation Minimal use",0.298949304964197,0.783182776144054,"169","169 1","169 1 ","169 1  6"
NA,22,NA,19,11545.8480944,"Cropland","Light use","Cropland Light use",0.298949304964197,0.80012140136581,"169","169 1","169 1 ","169 1  7"
NA,23,NA,19,11437.5770372,"Cropland","Light use","Cropland Light use",0.298949304964197,0.799455506715888,"169","169 1","169 1 ","169 1  8"
NA,22,NA,19,10010.4445854,"Cropland","Light use","Cropland Light use",0.298949304964197,0.790036092363423,"169","169 1","169 1 ","169 1  9"
NA,34,NA,19,5253.17089834,"Cropland","Light use","Cropland Light use",0.298949304964197,0.744464124013545,"169","169 1","169 1 ","169 1  10"
NA,28,NA,19,5399.11693081,"Cropland","Light use","Cropland Light use",0.298949304964197,0.746400908345706,"169","169 1","169 1 ","169 1  11"
NA,38,NA,19,8505.65005115,"Primary Vegetation","Minimal use","Primary Vegetation Minimal use",0.298949304964197,0.778523016120518,"169","169 1","169 1 ","169 1  12"
NA,31,NA,19,7655.24762505,"Primary Vegetation","Minimal use","Primary Vegetation Minimal use",0.298949304964197,0.771078010550685,"169","169 1","169 1 ","169 1  13"
NA,26,NA,5,252.088753052,"Primary Vegetation","Minimal use","Primary Vegetation Minimal use",0.178802776442129,0.529833479543106,"169","169 1","169 1 ","169 1  14"
NA,30,NA,19,689.523794935,"Cropland","Light use","Cropland Light use",0.298949304964197,0.600949530084307,"169","169 1","169 1 ","169 1  15"
NA,25,NA,19,8385.48259896,"Primary Vegetation","Minimal use","Primary Vegetation Minimal use",0.298949304964197,0.777517381783563,"169","169 1","169 1 ","169 1  16"
NA,31,NA,19,4401.60596915,"Cropland","Light use","Cropland Light use",0.298949304964197,0.731964117969857,"169","169 1","169 1 ","169 1  17"
NA,11,NA,19,3107.22053476,"Cropland","Light use","Cropland Light use",0.298949304964197,0.707351692372881,"169","169 1","169 1 ","169 1  18"
NA,20,NA,19,1619.37949452,"Cropland","Light use","Cropland Light use",0.298949304964197,0.661292874391012,"169","169 1","169 1 ","169 1  19"
NA,31,NA,19,2122.65451265,"Cropland","Light use","Cropland Light use",0.298949304964197,0.680419643665945,"169","169 1","169 1 ","169 1  20"
NA,20,NA,19,9609.19559949,"Primary Vegetation","Minimal use","Primary Vegetation Minimal use",0.298949304964197,0.787144825654303,"169","169 1","169 1 ","169 1  21"
NA,19,NA,19,9908.34493232,"Primary Vegetation","Minimal use","Primary Vegetation Minimal use",0.298949304964197,0.789311539939796,"169","169 1","169 1 ","169 1  22"
NA,25,NA,19,10493.5048034,"Primary Vegetation","Minimal use","Primary Vegetation Minimal use",0.298949304964197,0.793366894296163,"169","169 1","169 1 ","169 1  23"
NA,14,NA,19,10518.3045293,"Primary Vegetation","Minimal use","Primary Vegetation Minimal use",0.298949304964197,0.793533729738515,"169","169 1","169 1 ","169 1  24"
NA,27,NA,10,64.7532846748,"Primary Vegetation","Minimal use","Primary Vegetation Minimal use",0.239290116646362,0.433770283587457,"169","169 1","169 1 ","169 1  25"
NA,38,NA,5,352.097033411,"Primary Vegetation","Minimal use","Primary Vegetation Minimal use",0.178802776442129,0.553448287421135,"169","169 1","169 1 ","169 1  26"
NA,27,NA,32,2938.0668385,"Primary Vegetation","Minimal use","Primary Vegetation Minimal use",0.348922537080524,0.703395452566749,"169","169 1","169 1 ","169 1  27"
NA,7,NA,32,2883.53679109,"Primary Vegetation","Minimal use","Primary Vegetation Minimal use",0.348922537080524,0.702071383528075,"169","169 1","169 1 ","169 1  28"
NA,14,NA,5,2247.38814876,"Cropland","Light use","Cropland Light use",0.178802776442129,0.684455359446154,"169","169 1","169 1 ","169 1  29"
NA,15,NA,5,1188.89917179,"Primary Vegetation","Minimal use","Primary Vegetation Minimal use",0.178802776442129,0.639452776476943,"169","169 1","169 1 ","169 1  30"
NA,32,NA,5,460.12334969,"Cropland","Light use","Cropland Light use",0.178802776442129,0.572360441884842,"169","169 1","169 1 ","169 1  31"
NA,14,NA,5,1943.90349847,"Cropland","Light use","Cropland Light use",0.178802776442129,0.674202281419539,"169","169 1","169 1 ","169 1  32"
NA,31,NA,5,709.940617653,"Primary Vegetation","Minimal use","Primary Vegetation Minimal use",0.178802776442129,0.603011877368521,"169","169 1","169 1 ","169 1  33"
NA,13,NA,19,11482.4730281,"Primary Vegetation","Light use","Primary Vegetation Light use",0.298949304964197,0.799732390320879,"169","169 1","169 1 ","169 1  34"
NA,23,NA,19,10572.3559792,"Primary Vegetation","Minimal use","Primary Vegetation Minimal use",0.298949304964197,0.793895991758076,"169","169 1","169 1 ","169 1  35"
NA,14,NA,19,3760.48321971,"Cropland","Light use","Cropland Light use",0.298949304964197,0.720838090642637,"169","169 1","169 1 ","169 1  36"
NA,16,NA,19,1967.96570213,"Cropland","Light use","Cropland Light use",0.298949304964197,0.675071764702657,"169","169 1","169 1 ","169 1  37"
NA,17,NA,19,3462.1183094,"Cropland","Light use","Cropland Light use",0.298949304964197,0.714995492699426,"169","169 1","169 1 ","169 1  38"
NA,23,NA,19,2939.35920764,"Cropland","Light use","Cropland Light use",0.298949304964197,0.703426534219121,"169","169 1","169 1 ","169 1  39"
NA,36,NA,19,853.51013906,"Cropland","Light use","Cropland Light use",0.298949304964197,0.616028788627066,"169","169 1","169 1 ","169 1  40"
NA,26,NA,19,3117.61907135,"Cropland","Light use","Cropland Light use",0.298949304964197,0.707587821275457,"169","169 1","169 1 ","169 1  41"
NA,14,NA,19,2135.00180626,"Cropland","Light use","Cropland Light use",0.298949304964197,0.680829571187683,"169","169 1","169 1 ","169 1  42"
NA,18,NA,19,3035.44678048,"Cropland","Light use","Cropland Light use",0.298949304964197,0.705699984951319,"169","169 1","169 1 ","169 1  43"
NA,11,NA,19,3981.46786093,"Cropland","Light use","Cropland Light use",0.298949304964197,0.724873934377171,"169","169 1","169 1 ","169 1  44"
NA,12,NA,19,1601.9957532,"Cropland","Light use","Cropland Light use",0.298949304964197,0.660530074126191,"169","169 1","169 1 ","169 1  45"
NA,18,NA,19,492.380744059,"Cropland","Light use","Cropland Light use",0.298949304964197,0.577149313916199,"169","169 1","169 1 ","169 1  46"
NA,35,NA,19,680.866828967,"Cropland","Light use","Cropland Light use",0.298949304964197,0.60005657051691,"169","169 1","169 1 ","169 1  47"
NA,36,NA,19,1894.682777,"Cropland","Light use","Cropland Light use",0.298949304964197,0.672389668133857,"169","169 1","169 1 ","169 1  48"
NA,26,NA,19,7502.99391344,"Primary Vegetation","Minimal use","Primary Vegetation Minimal use",0.298949304964197,0.769658173983168,"169","169 1","169 1 ","169 1  49"
NA,28,NA,5,1387.34590408,"Primary Vegetation","Minimal use","Primary Vegetation Minimal use",0.178802776442129,0.65036272363701,"169","169 1","169 1 ","169 1  50"
NA,12,NA,19,8829.21846464,"Primary Vegetation","Minimal use","Primary Vegetation Minimal use",0.298949304964197,0.781161781021406,"169","169 1","169 1 ","169 1  51"
NA,20,NA,19,9406.40129134,"Cropland","Light use","Cropland Light use",0.298949304964197,0.785637292227263,"169","169 1","169 1 ","169 1  52"
NA,16,NA,19,11398.5288363,"Cropland","Light use","Cropland Light use",0.298949304964197,0.799213802575202,"169","169 1","169 1 ","169 1  53"
NA,37,NA,19,10977.2100723,"Cropland","Light use","Cropland Light use",0.298949304964197,0.79655191668264,"169","169 1","169 1 ","169 1  54"
NA,18,NA,19,10969.5929049,"Cropland","Light use","Cropland Light use",0.298949304964197,0.796502856751018,"169","169 1","169 1 ","169 1  55"
NA,16,NA,19,11243.6935694,"Cropland","Light use","Cropland Light use",0.298949304964197,0.798247168076565,"169","169 1","169 1 ","169 1  56"
NA,21,NA,19,10593.1725195,"Primary Vegetation","Minimal use","Primary Vegetation Minimal use",0.298949304964197,0.794035013991227,"169","169 1","169 1 ","169 1  57"
NA,21,NA,19,10920.7254463999,"Primary Vegetation","Minimal use","Primary Vegetation Minimal use",0.298949304964197,0.796187303192108,"169","169 1","169 1 ","169 1  58"
NA,17,NA,19,10960.6793007,"Primary Vegetation","Minimal use","Primary Vegetation Minimal use",0.298949304964197,0.796445403576089,"169","169 1","169 1 ","169 1  59"
NA,20,NA,19,8632.87832578,"Primary Vegetation","Minimal use","Primary Vegetation Minimal use",0.298949304964197,0.779572371936007,"169","169 1","169 1 ","169 1  60"
NA,21,NA,19,8364.41022053,"Primary Vegetation","Minimal use","Primary Vegetation Minimal use",0.298949304964197,0.777339551205717,"169","169 1","169 1 ","169 1  61"
NA,17,NA,19,11206.7855513,"Cropland","Light use","Cropland Light use",0.298949304964197,0.798014787305553,"169","169 1","169 1 ","169 1  62"
NA,11,NA,19,10935.9442482,"Primary Vegetation","Minimal use","Primary Vegetation Minimal use",0.298949304964197,0.796285727241316,"169","169 1","169 1 ","169 1  63"
NA,36,NA,19,1920.58942395,"Cropland","Light use","Cropland Light use",0.298949304964197,0.673349504144039,"169","169 1","169 1 ","169 1  64"
NA,22,NA,19,2791.88262088,"Primary Vegetation","Minimal use","Primary Vegetation Minimal use",0.298949304964197,0.699788431879243,"169","169 1","169 1 ","169 1  65"
NA,33,NA,19,2547.79622074,"Primary Vegetation","Minimal use","Primary Vegetation Minimal use",0.298949304964197,0.693322428877908,"169","169 1","169 1 ","169 1  66"
NA,28,NA,19,9068.10418389,"Cropland","Light use","Cropland Light use",0.298949304964197,0.783048610268528,"169","169 1","169 1 ","169 1  67"
NA,22,NA,5,155.852865998,"Primary Vegetation","Minimal use","Primary Vegetation Minimal use",0.178802776442129,0.495847380993606,"169","169 1","169 1 ","169 1  68"
NA,23,NA,5,85.5172376365,"Primary Vegetation","Minimal use","Primary Vegetation Minimal use",0.178802776442129,0.453427772974156,"169","169 1","169 1 ","169 1  69"
NA,28,NA,5,253.541352172,"Primary Vegetation","Minimal use","Primary Vegetation Minimal use",0.178802776442129,0.530239566212858,"169","169 1","169 1 ","169 1  70"
NA,18,NA,10,395.816821079,"Primary Vegetation","Minimal use","Primary Vegetation Minimal use",0.239290116646362,0.561720592759551,"169","169 1","169 1 ","169 1  71"
NA,31,NA,5,77.0999786449,"Primary Vegetation","Minimal use","Primary Vegetation Minimal use",0.178802776442129,0.44610463592934,"169","169 1","169 1 ","169 1  72"
NA,31,NA,5,452.807534583,"Primary Vegetation","Minimal use","Primary Vegetation Minimal use",0.178802776442129,0.571227679539159,"169","169 1","169 1 ","169 1  73"
NA,28,NA,5,302.039010221,"Primary Vegetation","Minimal use","Primary Vegetation Minimal use",0.178802776442129,0.542610011004269,"169","169 1","169 1 ","169 1  74"
NA,29,NA,5,113.866638216,"Primary Vegetation","Minimal use","Primary Vegetation Minimal use",0.178802776442129,0.473663142681836,"169","169 1","169 1 ","169 1  75"
NA,18,NA,10,437.77766093,"Primary Vegetation","Minimal use","Primary Vegetation Minimal use",0.239290116646362,0.568841924882088,"169","169 1","169 1 ","169 1  76"
NA,28,NA,10,238.31063863,"Primary Vegetation","Minimal use","Primary Vegetation Minimal use",0.239290116646362,0.525861025678078,"169","169 1","169 1 ","169 1  77"
NA,23,NA,45,21.6752293599,"Primary Vegetation","Minimal use","Primary Vegetation Minimal use",0.382066746932531,0.356420970957361,"169","169 1","169 1 ","169 1  78"
NA,35,NA,45,2677.64956724,"Primary Vegetation","Minimal use","Primary Vegetation Minimal use",0.382066746932531,0.696835799025377,"169","169 1","169 1 ","169 1  79"
NA,24,NA,5,1702.27244569,"Primary Vegetation","Minimal use","Primary Vegetation Minimal use",0.178802776442129,0.66482111621806,"169","169 1","169 1 ","169 1  80"
NA,21,NA,4,5484.89954509,"Primary Vegetation","Minimal use","Primary Vegetation Minimal use",0.160608592948261,0.747515007297781,"169","169 1","169 1 ","169 1  81"
NA,21,NA,24,552.194010698,"Primary Vegetation","Minimal use","Primary Vegetation Minimal use",0.321217185896523,0.585252167917433,"169","169 1","169 1 ","169 1  82"
NA,26,NA,10,56.2723239227,"Primary Vegetation","Minimal use","Primary Vegetation Minimal use",0.239290116646362,0.423848611597316,"169","169 1","169 1 ","169 1  83"
NA,41,NA,15,3924.45837351,"Primary Vegetation","Minimal use","Primary Vegetation Minimal use",0.276681424031871,0.723854623656435,"169","169 1","169 1 ","169 1  84"
NA,29,NA,15,4082.78184291,"Primary Vegetation","Minimal use","Primary Vegetation Minimal use",0.276681424031871,0.726649893456812,"169","169 1","169 1 ","169 1  85"
NA,25,NA,19,2166.35217616,"Cropland","Light use","Cropland Light use",0.298949304964197,0.681859838358081,"169","169 1","169 1 ","169 1  86"
NA,39,NA,3,5574.12519549,"Primary Vegetation","Minimal use","Primary Vegetation Minimal use",0.138340712015936,0.748655485534918,"169","169 1","169 1 ","169 1  87"
NA,53,NA,3,5502.12973012,"Primary Vegetation","Minimal use","Primary Vegetation Minimal use",0.138340712015936,0.747736681268958,"169","169 1","169 1 ","169 1  88"
NA,38,NA,3,5157.05099849,"Primary Vegetation","Minimal use","Primary Vegetation Minimal use",0.138340712015936,0.743158944191939,"169","169 1","169 1 ","169 1  89"
NA,37,NA,3,5276.27997658,"Primary Vegetation","Minimal use","Primary Vegetation Minimal use",0.138340712015936,0.744774352935364,"169","169 1","169 1 ","169 1  90"
NA,38,NA,3,5461.58431227,"Primary Vegetation","Minimal use","Primary Vegetation Minimal use",0.138340712015936,0.747213935234871,"169","169 1","169 1 ","169 1  91"
NA,31,NA,3,5505.03244325,"Primary Vegetation","Minimal use","Primary Vegetation Minimal use",0.138340712015936,0.747773957624745,"169","169 1","169 1 ","169 1  92"
NA,34,NA,3,4969.52242629,"Primary Vegetation","Minimal use","Primary Vegetation Minimal use",0.138340712015936,0.74054100672233,"169","169 1","169 1 ","169 1  93"
NA,42,NA,3,705.554188191,"Primary Vegetation","Minimal use","Primary Vegetation Minimal use",0.138340712015936,0.602573842234439,"169","169 1","169 1 ","169 1  94"
NA,31,NA,3,4033.83876549,"Primary Vegetation","Minimal use","Primary Vegetation Minimal use",0.138340712015936,0.725797527733955,"169","169 1","169 1 ","169 1  95"
NA,37,NA,3,28.1295303518,"Primary Vegetation","Minimal use","Primary Vegetation Minimal use",0.138340712015936,0.374842773526151,"169","169 1","169 1 ","169 1  96"
NA,22,NA,3,5454.46685213,"Primary Vegetation","Minimal use","Primary Vegetation Minimal use",0.138340712015936,0.74712177061662,"169","169 1","169 1 ","169 1  97"
NA,22,NA,3,5514.70255001,"Primary Vegetation","Minimal use","Primary Vegetation Minimal use",0.138340712015936,0.747897998526746,"169","169 1","169 1 ","169 1  98"
NA,25,NA,3,5355.25500776,"Primary Vegetation","Minimal use","Primary Vegetation Minimal use",0.138340712015936,0.745824394541973,"169","169 1","169 1 ","169 1  99"
NA,45,NA,3,4000.48214576,"Primary Vegetation","Minimal use","Primary Vegetation Minimal use",0.138340712015936,0.72521066025934,"169","169 1","169 1 ","169 1  100"
NA,40,NA,3,1281.15348652,"Primary Vegetation","Minimal use","Primary Vegetation Minimal use",0.138340712015936,0.644734640593653,"169","169 1","169 1 ","169 1  101"
NA,39,NA,3,4617.11477233,"Primary Vegetation","Minimal use","Primary Vegetation Minimal use",0.138340712015936,0.735342489771347,"169","169 1","169 1 ","169 1  102"
NA,46,NA,3,716.506836126,"Primary Vegetation","Minimal use","Primary Vegetation Minimal use",0.138340712015936,0.603662557137699,"169","169 1","169 1 ","169 1  103"
NA,39,NA,552,656.512570299,"Primary Vegetation","Minimal use","Primary Vegetation Minimal use",0.630220497947029,0.597482188547586,"169","169 1","169 1 ","169 1  104"
NA,47,NA,3,1832.60504576,"Primary Vegetation","Minimal use","Primary Vegetation Minimal use",0.138340712015936,0.670035227455837,"169","169 1","169 1 ","169 1  105"
NA,44,NA,3,49.6204939162,"Primary Vegetation","Minimal use","Primary Vegetation Minimal use",0.138340712015936,0.414957592695039,"169","169 1","169 1 ","169 1  106"
NA,33,NA,3,193.138481963,"Primary Vegetation","Minimal use","Primary Vegetation Minimal use",0.138340712015936,0.511007129031985,"169","169 1","169 1 ","169 1  107"
NA,39,NA,552,66.6272718655,"Cropland","Light use","Cropland Light use",0.630220497947029,0.435786650965866,"169","169 1","169 1 ","169 1  108"
NA,33,NA,552,243.948898989,"Cropland","Light use","Cropland Light use",0.630220497947029,0.527513705694264,"169","169 1","169 1 ","169 1  109"
NA,28,NA,35,558.837067232,"Cropland","Light use","Cropland Light use",0.357605552884258,0.586097352570725,"169","169 1","169 1 ","169 1  110"
NA,26,NA,552,180.108466088,"Cropland","Light use","Cropland Light use",0.630220497947029,0.506070506923542,"169","169 1","169 1 ","169 1  111"
NA,39,NA,3,139.461243885,"Primary Vegetation","Minimal use","Primary Vegetation Minimal use",0.138340712015936,0.487993414900864,"169","169 1","169 1 ","169 1  112"
NA,18,NA,552,45.0186362743,"Primary Vegetation","Minimal use","Primary Vegetation Minimal use",0.630220497947029,0.40807883895785,"169","169 1","169 1 ","169 1  113"
NA,14,NA,552,424.841386689,"Cropland","Light use","Cropland Light use",0.630220497947029,0.566721966104523,"169","169 1","169 1 ","169 1  114"
NA,33,NA,35,776.72810178,"Cropland","Light use","Cropland Light use",0.357605552884258,0.609366327632306,"169","169 1","169 1 ","169 1  115"
NA,48,NA,3,19.962447718,"Primary Vegetation","Minimal use","Primary Vegetation Minimal use",0.138340712015936,0.350603083286003,"169","169 1","169 1 ","169 1  116"
NA,43,NA,552,566.012078299,"Cropland","Light use","Cropland Light use",0.630220497947029,0.586999004401079,"169","169 1","169 1 ","169 1  117"
NA,49,NA,473,682.562558902,"Cropland","Light use","Cropland Light use",0.614837534989713,0.600232374595401,"169","169 1","169 1 ","169 1  118"
NA,36,NA,35,722.363194289,"Cropland","Light use","Cropland Light use",0.357605552884258,0.604237882005827,"169","169 1","169 1 ","169 1  119"
NA,38,NA,552,123.99750303,"Cropland","Light use","Cropland Light use",0.630220497947029,0.479687143734996,"169","169 1","169 1 ","169 1  120"
NA,41,NA,552,278.702735195,"Cropland","Light use","Cropland Light use",0.630220497947029,0.536926887512867,"169","169 1","169 1 ","169 1  121"
NA,44,NA,552,70.1985494856,"Cropland","Light use","Cropland Light use",0.630220497947029,0.439476927278329,"169","169 1","169 1 ","169 1  122"
NA,37,NA,3,6228.38349601,"Cropland","Light use","Cropland Light use",0.138340712015936,0.756499258974782,"169","169 1","169 1 ","169 1  123"
