"Total_abundance","Species_richness","LogAbund","hpd","rd.dist","LandUse","UseIntensity","UI","logHPD.rs","logDistRd.rs","Source_ID","SS","SSB","SSBS"
36,10,3.61091791264422,59,95.4609686531,"Plantation forest","Light use","Plantation forest Light use",0.408581725398358,0.46120214600326,"212","212 2","212 2 ","212 2  7"
79,9,4.38202663467388,57,576.487229161,"Plantation forest","Light use","Plantation forest Light use",0.405198630920884,0.58829505273087,"212","212 2","212 2 ","212 2  8"
61,11,4.12713438504509,59,289.412412608,"Plantation forest","Light use","Plantation forest Light use",0.408581725398358,0.539591881045003,"212","212 2","212 2 ","212 2  9"
105,12,4.66343909411207,59,217.127911057,"Plantation forest","Light use","Plantation forest Light use",0.408581725398358,0.519281868928834,"212","212 2","212 2 ","212 2  10"
58,12,4.07753744390572,59,1597.13218455,"Plantation forest","Light use","Plantation forest Light use",0.408581725398358,0.660315178061531,"212","212 2","212 2 ","212 2  11"
40,8,3.71357206670431,45,653.701735681,"Plantation forest","Intense use","Plantation forest Intense use",0.382066746932531,0.597178940293775,"212","212 2","212 2 ","212 2  12"
94,14,4.55387689160054,59,1548.80594357,"Plantation forest","Intense use","Plantation forest Intense use",0.408581725398358,0.658143618786026,"212","212 2","212 2 ","212 2  13"
21,6,3.09104245335832,59,1238.5636475,"Plantation forest","Intense use","Plantation forest Intense use",0.408581725398358,0.642345177871156,"212","212 2","212 2 ","212 2  14"
53,8,3.98898404656427,59,727.353324823,"Plantation forest","Intense use","Plantation forest Intense use",0.408581725398358,0.604724440680486,"212","212 2","212 2 ","212 2  15"
63,12,4.15888308335967,44,83.9174846499,"Primary Vegetation","Minimal use","Primary Vegetation Minimal use",0.379873433816584,0.452093120775893,"212","212 3","212 3 ","212 3  1"
153,14,5.03695260241363,59,2102.19480842,"Primary Vegetation","Minimal use","Primary Vegetation Minimal use",0.408581725398358,0.679735107800094,"212","212 3","212 3 ","212 3  2"
44,11,3.80666248977032,44,19.1541525113,"Primary Vegetation","Minimal use","Primary Vegetation Minimal use",0.379873433816584,0.347681788306488,"212","212 3","212 3 ","212 3  3"
73,12,4.30406509320417,44,2059.16128844,"Primary Vegetation","Minimal use","Primary Vegetation Minimal use",0.379873433816584,0.678273293661029,"212","212 3","212 3 ","212 3  4"
43,10,3.78418963391826,59,769.310924864,"Plantation forest","Minimal use","Plantation forest Minimal use",0.408581725398358,0.608688176949525,"212","212 3","212 3 ","212 3  5"
49,10,3.91202300542815,59,911.694122366,"Plantation forest","Minimal use","Plantation forest Minimal use",0.408581725398358,0.620689696568261,"212","212 3","212 3 ","212 3  6"
63,13,4.15888308335967,59,92.1399954067,"Plantation forest","Minimal use","Plantation forest Minimal use",0.408581725398358,0.458699609802587,"212","212 3","212 3 ","212 3  7"
14,9,2.70805020110221,57,580.87813668,"Plantation forest","Minimal use","Plantation forest Minimal use",0.405198630920884,0.588831331467762,"212","212 3","212 3 ","212 3  8"
100,10,4.61512051684126,59,282.471162857,"Plantation forest","Minimal use","Plantation forest Minimal use",0.408581725398358,0.537876122932019,"212","212 3","212 3 ","212 3  9"
60,9,4.11087386417331,59,223.569912144,"Plantation forest","Minimal use","Plantation forest Minimal use",0.408581725398358,0.521348274244218,"212","212 3","212 3 ","212 3  10"
63,10,4.15888308335967,59,1596.24687169,"Plantation forest","Minimal use","Plantation forest Minimal use",0.408581725398358,0.660275990251214,"212","212 3","212 3 ","212 3  11"
53,10,3.98898404656427,45,659.15680444,"Plantation forest","Minimal use","Plantation forest Minimal use",0.382066746932531,0.597766280161129,"212","212 3","212 3 ","212 3  12"
41,10,3.73766961828337,59,1555.62429839,"Plantation forest","Minimal use","Plantation forest Minimal use",0.408581725398358,0.65845407694409,"212","212 3","212 3 ","212 3  13"
39,9,3.68887945411394,59,1236.39278401,"Plantation forest","Minimal use","Plantation forest Minimal use",0.408581725398358,0.642221192697724,"212","212 3","212 3 ","212 3  14"
70,10,4.26267987704132,59,731.62423102,"Plantation forest","Minimal use","Plantation forest Minimal use",0.408581725398358,0.605138228162837,"212","212 3","212 3 ","212 3  15"
NA,24,NA,44,83.9174846499,"Primary Vegetation","Minimal use","Primary Vegetation Minimal use",0.379873433816584,0.452093120775893,"212","212 4","212 4 ","212 4  1"
NA,20,NA,59,2102.19480842,"Primary Vegetation","Minimal use","Primary Vegetation Minimal use",0.408581725398358,0.679735107800094,"212","212 4","212 4 ","212 4  2"
NA,21,NA,44,19.1541525113,"Primary Vegetation","Minimal use","Primary Vegetation Minimal use",0.379873433816584,0.347681788306488,"212","212 4","212 4 ","212 4  3"
NA,27,NA,44,2059.16128844,"Primary Vegetation","Minimal use","Primary Vegetation Minimal use",0.379873433816584,0.678273293661029,"212","212 4","212 4 ","212 4  4"
NA,49,NA,59,769.310924864,"Plantation forest","Minimal use","Plantation forest Minimal use",0.408581725398358,0.608688176949525,"212","212 4","212 4 ","212 4  5"
NA,53,NA,59,911.694122366,"Plantation forest","Minimal use","Plantation forest Minimal use",0.408581725398358,0.620689696568261,"212","212 4","212 4 ","212 4  6"
NA,30,NA,59,92.1399954067,"Plantation forest","Minimal use","Plantation forest Minimal use",0.408581725398358,0.458699609802587,"212","212 4","212 4 ","212 4  7"
NA,46,NA,57,580.87813668,"Plantation forest","Minimal use","Plantation forest Minimal use",0.405198630920884,0.588831331467762,"212","212 4","212 4 ","212 4  8"
NA,74,NA,59,282.471162857,"Plantation forest","Minimal use","Plantation forest Minimal use",0.408581725398358,0.537876122932019,"212","212 4","212 4 ","212 4  9"
NA,39,NA,59,223.569912144,"Plantation forest","Minimal use","Plantation forest Minimal use",0.408581725398358,0.521348274244218,"212","212 4","212 4 ","212 4  10"
NA,38,NA,59,1596.24687169,"Plantation forest","Minimal use","Plantation forest Minimal use",0.408581725398358,0.660275990251214,"212","212 4","212 4 ","212 4  11"
NA,40,NA,45,659.15680444,"Plantation forest","Minimal use","Plantation forest Minimal use",0.382066746932531,0.597766280161129,"212","212 4","212 4 ","212 4  12"
NA,43,NA,59,1555.62429839,"Plantation forest","Minimal use","Plantation forest Minimal use",0.408581725398358,0.65845407694409,"212","212 4","212 4 ","212 4  13"
NA,85,NA,59,1236.39278401,"Plantation forest","Minimal use","Plantation forest Minimal use",0.408581725398358,0.642221192697724,"212","212 4","212 4 ","212 4  14"
NA,42,NA,59,731.62423102,"Plantation forest","Minimal use","Plantation forest Minimal use",0.408581725398358,0.605138228162837,"212","212 4","212 4 ","212 4  15"
67,43,4.21950770517611,44,83.9174846499,"Primary Vegetation","Minimal use","Primary Vegetation Minimal use",0.379873433816584,0.452093120775893,"212","212 5","212 5 ","212 5  1"
55,38,4.02535169073515,59,2102.19480842,"Primary Vegetation","Minimal use","Primary Vegetation Minimal use",0.408581725398358,0.679735107800094,"212","212 5","212 5 ","212 5  2"
53,40,3.98898404656427,44,19.1541525113,"Primary Vegetation","Minimal use","Primary Vegetation Minimal use",0.379873433816584,0.347681788306488,"212","212 5","212 5 ","212 5  3"
137,43,4.92725368515721,44,2059.16128844,"Primary Vegetation","Minimal use","Primary Vegetation Minimal use",0.379873433816584,0.678273293661029,"212","212 5","212 5 ","212 5  4"
79,37,4.38202663467388,59,769.310924864,"Plantation forest","Minimal use","Plantation forest Minimal use",0.408581725398358,0.608688176949525,"212","212 5","212 5 ","212 5  5"
54,37,4.00733318523247,59,911.694122366,"Plantation forest","Minimal use","Plantation forest Minimal use",0.408581725398358,0.620689696568261,"212","212 5","212 5 ","212 5  6"
65,32,4.18965474202643,59,92.1399954067,"Plantation forest","Minimal use","Plantation forest Minimal use",0.408581725398358,0.458699609802587,"212","212 5","212 5 ","212 5  7"
50,29,3.93182563272433,57,580.87813668,"Plantation forest","Minimal use","Plantation forest Minimal use",0.405198630920884,0.588831331467762,"212","212 5","212 5 ","212 5  8"
34,23,3.55534806148941,59,282.471162857,"Plantation forest","Minimal use","Plantation forest Minimal use",0.408581725398358,0.537876122932019,"212","212 5","212 5 ","212 5  9"
53,22,3.98898404656427,59,223.569912144,"Plantation forest","Minimal use","Plantation forest Minimal use",0.408581725398358,0.521348274244218,"212","212 5","212 5 ","212 5  10"
37,18,3.63758615972639,59,1596.24687169,"Plantation forest","Minimal use","Plantation forest Minimal use",0.408581725398358,0.660275990251214,"212","212 5","212 5 ","212 5  11"
28,18,3.36729582998647,45,659.15680444,"Plantation forest","Minimal use","Plantation forest Minimal use",0.382066746932531,0.597766280161129,"212","212 5","212 5 ","212 5  12"
98,41,4.59511985013459,59,1555.62429839,"Plantation forest","Minimal use","Plantation forest Minimal use",0.408581725398358,0.65845407694409,"212","212 5","212 5 ","212 5  13"
70,35,4.26267987704132,59,1236.39278401,"Plantation forest","Minimal use","Plantation forest Minimal use",0.408581725398358,0.642221192697724,"212","212 5","212 5 ","212 5  14"
51,32,3.95124371858143,59,731.62423102,"Plantation forest","Minimal use","Plantation forest Minimal use",0.408581725398358,0.605138228162837,"212","212 5","212 5 ","212 5  15"
NA,0,NA,6,1784.01206608,"Secondary Vegetation","Intense use","Secondary Vegetation Light use",0.194185739399445,0.66813589136989,"213","213 1","213 1 ","213 1  1"
NA,0,NA,6,736.81708466,"Secondary Vegetation","Intense use","Secondary Vegetation Light use",0.194185739399445,0.605638096908544,"213","213 1","213 1 ","213 1  2"
NA,0,NA,6,712.113659916,"Secondary Vegetation","Intense use","Secondary Vegetation Light use",0.194185739399445,0.603227878996229,"213","213 1","213 1 ","213 1  3"
NA,0,NA,6,232.706206928,"Secondary Vegetation","Intense use","Secondary Vegetation Light use",0.194185739399445,0.524179047628163,"213","213 1","213 1 ","213 1  4"
NA,0,NA,6,118.105265791,"Secondary Vegetation","Intense use","Secondary Vegetation Light use",0.194185739399445,0.476246252664853,"213","213 1","213 1 ","213 1  5"
NA,0,NA,6,2206.9276659,"Secondary Vegetation","Intense use","Secondary Vegetation Light use",0.194185739399445,0.683171354530113,"213","213 1","213 1 ","213 1  6"
NA,1,NA,6,217.407834418,"Secondary Vegetation","Light use","Secondary Vegetation Light use",0.194185739399445,0.51937292698648,"213","213 1","213 1 ","213 1  7"
NA,0,NA,6,634.267104496,"Secondary Vegetation","Light use","Secondary Vegetation Light use",0.194185739399445,0.595045853152763,"213","213 1","213 1 ","213 1  8"
NA,0,NA,6,1033.72726188,"Secondary Vegetation","Light use","Secondary Vegetation Light use",0.194185739399445,0.629568192223549,"213","213 1","213 1 ","213 1  9"
NA,0,NA,6,1840.28219462,"Secondary Vegetation","Light use","Secondary Vegetation Light use",0.194185739399445,0.670330686769485,"213","213 1","213 1 ","213 1  10"
NA,0,NA,6,1534.21961836,"Secondary Vegetation","Light use","Secondary Vegetation Light use",0.194185739399445,0.657474848924727,"213","213 1","213 1 ","213 1  11"
NA,0,NA,6,83.4423677092,"Primary Vegetation","Minimal use","Primary Vegetation Minimal use",0.194185739399445,0.451691833781641,"213","213 1","213 1 ","213 1  12"
NA,1,NA,6,39.0707812584,"Primary Vegetation","Minimal use","Primary Vegetation Minimal use",0.194185739399445,0.398063871061259,"213","213 1","213 1 ","213 1  13"
NA,2,NA,6,114.191521541,"Primary Vegetation","Minimal use","Primary Vegetation Minimal use",0.194185739399445,0.473864508979611,"213","213 1","213 1 ","213 1  14"
NA,1,NA,6,2354.39767031,"Primary Vegetation","Minimal use","Primary Vegetation Minimal use",0.194185739399445,0.687742959704716,"213","213 1","213 1 ","213 1  15"
NA,3,NA,6,990.064719149,"Primary Vegetation","Minimal use","Primary Vegetation Minimal use",0.194185739399445,0.626518084097467,"213","213 1","213 1 ","213 1  16"
NA,1,NA,6,1497.57471168,"Primary Vegetation","Minimal use","Primary Vegetation Minimal use",0.194185739399445,0.65576625160804,"213","213 1","213 1 ","213 1  17"
NA,3,NA,6,95.160237653,"Primary Vegetation","Minimal use","Primary Vegetation Minimal use",0.194185739399445,0.460979142322516,"213","213 1","213 1 ","213 1  18"
NA,2,NA,6,140.761291621,"Primary Vegetation","Minimal use","Primary Vegetation Minimal use",0.194185739399445,0.488649203772708,"213","213 1","213 1 ","213 1  19"
NA,0,NA,6,1784.01206608,"Secondary Vegetation","Intense use","Secondary Vegetation Light use",0.194185739399445,0.66813589136989,"213","213 1","213 1 ","213 1  20"
NA,0,NA,6,736.81708466,"Secondary Vegetation","Intense use","Secondary Vegetation Light use",0.194185739399445,0.605638096908544,"213","213 1","213 1 ","213 1  21"
NA,0,NA,6,712.113659916,"Secondary Vegetation","Intense use","Secondary Vegetation Light use",0.194185739399445,0.603227878996229,"213","213 1","213 1 ","213 1  22"
NA,1,NA,6,232.706206928,"Secondary Vegetation","Intense use","Secondary Vegetation Light use",0.194185739399445,0.524179047628163,"213","213 1","213 1 ","213 1  23"
NA,0,NA,6,118.105265791,"Secondary Vegetation","Intense use","Secondary Vegetation Light use",0.194185739399445,0.476246252664853,"213","213 1","213 1 ","213 1  24"
NA,1,NA,6,2206.9276659,"Secondary Vegetation","Intense use","Secondary Vegetation Light use",0.194185739399445,0.683171354530113,"213","213 1","213 1 ","213 1  25"
NA,0,NA,6,217.407834418,"Secondary Vegetation","Light use","Secondary Vegetation Light use",0.194185739399445,0.51937292698648,"213","213 1","213 1 ","213 1  26"
NA,1,NA,6,634.267104496,"Secondary Vegetation","Light use","Secondary Vegetation Light use",0.194185739399445,0.595045853152763,"213","213 1","213 1 ","213 1  27"
NA,0,NA,6,1033.72726188,"Secondary Vegetation","Light use","Secondary Vegetation Light use",0.194185739399445,0.629568192223549,"213","213 1","213 1 ","213 1  28"
NA,1,NA,6,1840.28219462,"Secondary Vegetation","Light use","Secondary Vegetation Light use",0.194185739399445,0.670330686769485,"213","213 1","213 1 ","213 1  29"
NA,0,NA,6,1534.21961836,"Secondary Vegetation","Light use","Secondary Vegetation Light use",0.194185739399445,0.657474848924727,"213","213 1","213 1 ","213 1  30"
NA,0,NA,6,83.4423677092,"Primary Vegetation","Minimal use","Primary Vegetation Minimal use",0.194185739399445,0.451691833781641,"213","213 1","213 1 ","213 1  31"
NA,0,NA,6,39.0707812584,"Primary Vegetation","Minimal use","Primary Vegetation Minimal use",0.194185739399445,0.398063871061259,"213","213 1","213 1 ","213 1  32"
NA,1,NA,6,114.191521541,"Primary Vegetation","Minimal use","Primary Vegetation Minimal use",0.194185739399445,0.473864508979611,"213","213 1","213 1 ","213 1  33"
NA,1,NA,6,2354.39767031,"Primary Vegetation","Minimal use","Primary Vegetation Minimal use",0.194185739399445,0.687742959704716,"213","213 1","213 1 ","213 1  34"
NA,1,NA,6,990.064719149,"Primary Vegetation","Minimal use","Primary Vegetation Minimal use",0.194185739399445,0.626518084097467,"213","213 1","213 1 ","213 1  35"
NA,1,NA,6,1497.57471168,"Primary Vegetation","Minimal use","Primary Vegetation Minimal use",0.194185739399445,0.65576625160804,"213","213 1","213 1 ","213 1  36"
NA,2,NA,6,95.160237653,"Primary Vegetation","Minimal use","Primary Vegetation Minimal use",0.194185739399445,0.460979142322516,"213","213 1","213 1 ","213 1  37"
NA,1,NA,6,140.761291621,"Primary Vegetation","Minimal use","Primary Vegetation Minimal use",0.194185739399445,0.488649203772708,"213","213 1","213 1 ","213 1  38"
0.6216216216212,6,0.483426649577616,0,406.25074734,"Primary Vegetation","Minimal use","Primary Vegetation Minimal use",0,0.563559526127314,"214","214 1","214 1 ","214 1  1"
1,5,0.693147180559945,0,2035.19809769,"Primary Vegetation","Minimal use","Primary Vegetation Minimal use",0,0.677445983555785,"214","214 1","214 1 ","214 1  2"
1.5526315789474,6,0.937124818777009,0,7.87225978273,"Primary Vegetation","Light use","Primary Vegetation Light use",0,0.284838105513066,"214","214 1","214 1 ","214 1  3"
1.1875,7,0.782759339249632,0,707.821976058,"Primary Vegetation","Light use","Primary Vegetation Light use",0,0.602800645719247,"214","214 1","214 1 ","214 1  4"
0.7360406091359,5,0.551607008323951,0,9973.28642139,"Primary Vegetation","Minimal use","Primary Vegetation Minimal use",0,0.789773257568157,"214","214 1","214 1 ","214 1  5"
1.2627986348125,6,0.81660238116889,0,10242.0713374,"Primary Vegetation","Minimal use","Primary Vegetation Minimal use",0,0.791652806954058,"214","214 1","214 1 ","214 1  6"
1.1363636363638,5,0.759105148351819,0,354.052384995,"Primary Vegetation","Minimal use","Primary Vegetation Minimal use",0,0.553839699341358,"214","214 1","214 1 ","214 1  7"
